"","Latitude","Longitude"
"548",33.68894,-112.22941
"549",33.27309,-111.82616
"550",33.38767,-111.76274
"551",33.60449,-111.95124
"552",33.21256,-111.79795
"553",33.32753,-111.77873
"554",33.44332,-111.69278
"555",33.47355,-111.96844
"556",33.48509,-111.95283
"557",33.50084,-112.10851
"558",33.54388,-112.04029
"559",33.63277,-112.07008
"560",33.21941,-111.81067
"561",33.38839,-112.33212
"562",33.3966,-111.60589
"563",33.54682,-112.07212
"564",33.26602,-111.76624
"565",33.29861,-111.73078
"566",33.31226,-111.81398
"567",33.35421,-111.59199
"568",33.35754,-111.73002
"569",33.3592,-111.73798
"570",33.36989,-111.59227
"571",33.43493,-112.34376
"572",33.50401,-111.91316
"573",33.6474,-112.15884
"574",33.39235,-112.53259
"575",33.26865,-111.70959
"576",33.32753,-111.77873
"577",33.36066,-111.64735
"578",33.38366,-112.20872
"579",33.3966,-111.60589
"580",33.40806,-111.6255
"581",33.41559,-112.17524
"582",33.45541,-112.24765
"583",33.64788,-112.00901
"584",33.31052,-111.71351
"585",33.38785,-112.26954
"586",33.41723,-112.29866
"587",33.437,-111.90618
"588",33.44008,-111.88892
"589",33.22333,-111.70884
"590",33.23928,-111.70921
"591",33.26568,-111.88431
"592",33.33124,-112.42561
"593",33.3432,-111.76465
"594",33.35711,-111.81658
"595",33.36906,-111.64662
"596",33.38776,-111.82833
"597",33.38839,-112.33212
"598",33.39886,-111.76189
"599",33.41394,-111.70928
"600",33.43996,-111.92809
"601",33.44247,-111.77957
"602",33.44626,-112.0107
"603",33.53121,-112.16176
"604",33.55741,-112.10935
"605",33.58757,-111.96869
"606",33.62106,-111.88351
"607",33.65692,-112.17486
"608",33.67137,-112.24609
"609",33.67334,-112.10887
"610",33.72002,-112.17884
"611",33.23791,-111.67637
"612",33.39192,-112.34266
"613",33.43037,-112.23318
"614",33.619,-111.94737
"615",33.25686,-111.61452
"616",33.28416,-111.84908
"617",33.3011,-111.86602
"618",33.31328,-111.86787
"619",33.35607,-111.88658
"620",33.36989,-111.59227
"621",33.38264,-111.95141
"622",33.39731,-111.84987
"623",33.3994,-112.21158
"624",33.41244,-111.81256
"625",33.43042,-112.08036
"626",33.44813,-111.95119
"627",33.49975,-111.96837
"628",33.54689,-112.10937
"629",33.57384,-111.90067
"630",33.60198,-112.38574
"631",33.63301,-112.05626
"632",33.3395,-111.59209
"633",33.47497,-111.98882
"634",33.5872,-112.14124
"635",33.21941,-111.81067
"636",33.29861,-111.73078
"637",33.36967,-111.86614
"638",33.47646,-111.93924
"639",33.50401,-111.91316
"640",33.53054,-112.07213
"641",33.54478,-112.45265
"642",33.61968,-111.72971
"643",33.6899,-111.9678
"644",33.2664,-111.6614
"645",33.2702,-111.7234
"646",33.32753,-111.77873
"647",33.39349,-112.25472
"648",33.4,-112.10982
"649",33.41559,-112.17524
"650",33.437,-111.90618
"651",33.43954,-111.887
"652",33.55824,-112.07398
"653",33.64556,-111.95066
"654",33.67665,-112.12859
"655",33.38854,-111.78039
"656",33.42086,-112.23051
"657",33.44008,-111.88892
"658",33.44341,-111.88081
"659",33.21184,-111.69439
"660",33.2266,-111.72909
"661",33.23928,-111.70921
"662",33.26979,-111.86552
"663",33.29195,-111.94788
"664",33.31187,-111.7646
"665",33.37151,-111.903
"666",33.38969,-111.73099
"667",33.40239,-111.7407
"668",33.42653,-111.77847
"669",33.43114,-111.74398
"670",33.44201,-111.67536
"671",33.47756,-112.33534
"672",33.53121,-112.16177
"673",33.55741,-112.10935
"674",33.58732,-112.11172
"675",33.61932,-111.9666
"676",33.65873,-112.31533
"677",33.28464,-111.74667
"678",33.29861,-111.73078
"679",33.34177,-111.93968
"680",33.3994,-112.21158
"681",33.44403,-111.70754
"682",33.47419,-112.11027
"683",33.49876,-112.48684
"684",33.5023,-112.09336
"685",33.54574,-112.05731
"686",33.59346,-111.85341
"687",33.61685,-111.86581
"688",33.61855,-112.10878
"689",33.66019,-112.02049
"690",33.70646,-112.19345
"691",33.27259,-111.74297
"692",33.38753,-112.00276
"693",33.41034,-112.08401
"694",33.41173,-112.07419
"695",33.44813,-111.95119
"696",33.58829,-111.865
"697",33.67324,-112.09231
"698",33.70643,-112.13974
"699",33.25398,-111.78129
"700",33.32414,-111.95443
"701",33.34192,-112.45794
"702",33.34821,-111.81531
"703",33.3592,-111.73798
"704",33.42931,-112.13402
"705",33.50401,-111.91316
"706",33.53054,-112.07213
"707",33.55113,-112.41473
"708",33.57705,-111.70912
"709",33.28424,-111.7293
"710",33.31052,-111.71351
"711",33.38808,-111.65914
"712",33.39468,-112.30306
"713",33.41538,-111.93387
"714",33.4275,-112.12678
"715",33.5734,-112.07408
"716",33.35828,-111.66084
"717",33.38366,-112.20872
"718",33.42124,-112.0072
"719",33.43914,-111.89197
"720",33.4401,-111.88799
"721",33.47179,-111.77714
"722",33.2118,-111.7117
"723",33.2266,-111.72909
"724",33.25486,-111.84943
"725",33.31226,-111.81398
"726",33.38776,-111.82833
"727",33.3966,-111.60589
"728",33.42653,-111.77847
"729",33.43114,-111.74398
"730",33.44056,-111.83172
"731",33.44418,-111.95116
"732",33.53121,-112.16177
"733",33.54714,-112.15802
"734",33.58391,-112.32812
"735",33.61689,-112.45499
"736",33.67687,-112.33619
"737",33.73273,-112.1261
"738",33.24533,-111.70496
"739",33.36729,-111.83292
"740",33.42765,-112.25017
"741",33.64702,-112.29277
"742",33.67324,-112.09231
"743",33.27309,-111.82616
"744",33.29195,-111.94788
"745",33.31316,-111.7463
"746",33.35421,-111.59199
"747",33.35629,-111.79885
"748",33.38753,-112.00276
"749",33.39731,-111.84987
"750",33.41411,-112.24612
"751",33.43042,-112.08036
"752",33.44403,-111.70754
"753",33.47497,-111.98882
"754",33.51671,-112.11161
"755",33.5872,-112.14124
"756",33.61814,-112.2113
"757",33.64424,-112.05648
"758",33.68951,-111.98921
"759",33.3427,-112.18695
"760",33.39993,-112.24691
"761",33.3592,-111.73798
"762",33.37216,-111.7483
"763",33.48354,-112.08065
"764",33.52715,-112.43601
"765",33.55877,-112.42949
"766",33.49876,-112.48684
"767",33.2266,-111.72909
"768",33.23928,-111.70921
"769",33.35828,-111.66084
"770",33.3984,-112.14319
"771",33.42902,-111.84757
"772",33.44418,-111.95116
"773",33.54579,-112.12536
"774",33.55949,-112.12714
"775",33.31198,-112.44178
"776",33.42765,-112.25017
"777",33.43114,-111.74398
"778",33.4401,-111.88799
"779",33.44341,-111.88081
"780",33.23879,-111.60504
"781",33.25686,-111.61452
"782",33.26979,-111.86552
"783",33.31295,-111.88507
"784",33.343,-111.7311
"785",33.35711,-111.81658
"786",33.39731,-111.84987
"787",33.3994,-112.21158
"788",33.41554,-111.7949
"789",33.42683,-111.70968
"790",33.43901,-111.73455
"791",33.48453,-111.69219
"792",33.50126,-112.28054
"793",33.60198,-112.38574
"794",33.61615,-112.19589
"795",33.65908,-112.10836
"796",33.67324,-112.09231
"797",33.69056,-112.00377
"798",33.35668,-111.78067
"799",33.41143,-112.0399
"800",33.70346,-112.21207
"801",33.25398,-111.78129
"802",33.35744,-111.74466
"803",33.52715,-112.43601
"804",33.57705,-111.70912
"805",33.68975,-112.31825
"806",33.74819,-112.333
"807",33.35754,-111.73002
"808",33.55877,-112.42949
"809",33.25471,-111.73212
"810",33.27018,-111.69407
"811",33.2848,-111.71053
"812",33.35781,-111.7132
"813",33.38854,-111.78039
"814",33.43907,-111.89263
"815",33.47179,-111.77714
"816",33.28274,-111.69607
"817",33.38785,-112.26954
"818",33.44008,-111.88892
"819",33.2118,-111.7117
"820",33.21589,-111.67752
"821",33.23909,-111.73058
"822",33.25644,-111.67797
"823",33.26979,-111.86552
"824",33.29824,-111.74473
"825",33.36729,-111.83292
"826",33.38969,-111.73099
"827",33.40111,-111.71042
"828",33.42716,-111.83005
"829",33.43114,-111.74398
"830",33.43996,-111.92809
"831",33.60273,-111.91891
"832",33.61932,-111.9666
"833",33.67513,-112.26405
"834",33.3735,-112.21786
"835",33.42765,-112.25017
"836",33.55741,-112.10935
"837",33.21119,-111.62646
"838",33.25796,-111.62827
"839",33.28355,-111.81524
"840",33.3011,-111.86602
"841",33.34164,-111.8012
"842",33.35609,-111.64165
"843",33.35733,-112.44778
"844",33.38264,-111.95141
"845",33.41411,-112.24612
"846",33.42683,-111.70968
"847",33.44779,-111.94755
"848",33.54388,-112.04029
"849",33.58829,-111.865
"850",33.67334,-112.10887
"851",33.7326,-112.2608
"852",33.22294,-111.60775
"853",33.34192,-112.45794
"854",33.42783,-112.05671
"855",33.21089,-111.74381
"856",33.25398,-111.78129
"857",33.3109,-111.77941
"858",33.35759,-111.8514
"859",33.39235,-112.53259
"860",33.47016,-112.07942
"861",33.50144,-111.93566
"862",33.68975,-112.31825
"863",33.50021,-112.47051
"864",33.25553,-111.66261
"865",33.28424,-111.7293
"866",33.31052,-111.71351
"867",33.45541,-112.24765
"868",33.47179,-111.77714
"869",33.61948,-112.03929
"870",33.41046,-112.26365
"871",33.42902,-111.84757
"872",33.43914,-111.89197
"873",33.4401,-111.88799
"874",33.44341,-111.88081
"875",33.21589,-111.67752
"876",33.23925,-111.87054
"877",33.29824,-111.74473
"878",33.34283,-111.91686
"879",33.41375,-112.31363
"880",33.43009,-111.76302
"881",33.43114,-111.74398
"882",33.43996,-111.92809
"883",33.44661,-111.96973
"884",33.54714,-112.15802
"885",33.39192,-112.34266
"886",33.43516,-111.80997
"887",33.24107,-111.62439
"888",33.27309,-111.82616
"889",33.31226,-111.81398
"890",33.35629,-111.79885
"891",33.38948,-111.84886
"892",33.39731,-111.84987
"893",33.39993,-112.24691
"894",33.42683,-111.70968
"895",33.48453,-111.69219
"896",33.54574,-112.05731
"897",33.35828,-111.66084
"898",33.44794,-111.94876
"899",33.21941,-111.81067
"900",33.32414,-111.95443
"901",33.46005,-112.32837
"902",33.50401,-111.91316
"903",33.53138,-112.08828
"904",33.63139,-112.1235
"905",33.74842,-111.98662
"906",33.39235,-112.53259
"907",33.25644,-111.67797
"908",33.28274,-111.69607
"909",33.31052,-111.71351
"910",33.38854,-111.78039
"911",33.3968,-112.2806
"912",33.45606,-111.78338
"913",33.47179,-111.77714
"914",33.66203,-112.14653
"915",33.25471,-111.73212
"916",33.35808,-111.69249
"917",33.42902,-111.84757
"918",33.43914,-111.89197
"919",33.44014,-111.88678
"920",33.64788,-112.00901
"921",33.22333,-111.70884
"922",33.2266,-111.72909
"923",33.23928,-111.70921
"924",33.28464,-111.74667
"925",33.37312,-111.77969
"926",33.38969,-111.73099
"927",33.3984,-112.14319
"928",33.43094,-111.7285
"929",33.44056,-111.83172
"930",33.54714,-112.15802
"931",33.64702,-112.29277
"932",33.36935,-112.19638
"933",33.22757,-111.6285
"934",33.25796,-111.62827
"935",33.28416,-111.84908
"936",33.31187,-111.7646
"937",33.34177,-111.93968
"938",33.41666,-111.83235
"939",33.44403,-111.70754
"940",33.54388,-112.04029
"941",33.60198,-112.38574
"942",33.66019,-112.02049
"943",33.22294,-111.60775
"944",33.23879,-111.60504
"945",33.3994,-112.21158
"946",33.25398,-111.78129
"947",33.39235,-112.53259
"948",33.52715,-112.43601
"949",33.60207,-112.14464
"950",33.35808,-111.69249
"951",33.39103,-112.29324
"952",33.41148,-112.27958
"953",33.45674,-111.76963
"954",33.38854,-111.78039
"955",33.4127,-112.21132
"956",33.43914,-111.89197
"957",33.4401,-111.88799
"958",33.21184,-111.69439
"959",33.22333,-111.70884
"960",33.23909,-111.73058
"961",33.28464,-111.74667
"962",33.38948,-111.84886
"963",33.39731,-111.84987
"964",33.41394,-111.70928
"965",33.41743,-111.84456
"966",33.43114,-111.74398
"967",33.44201,-111.67536
"968",33.44418,-111.95116
"969",33.55741,-112.10935
"970",33.62693,-112.43478
"971",33.69119,-112.10671
"972",33.3984,-112.14319
"973",33.29861,-111.73078
"974",33.31316,-111.7463
"975",33.41034,-112.08401
"976",33.43901,-111.73455
"977",33.51962,-112.28989
"978",33.58967,-111.8779
"979",33.63301,-112.05626
"980",33.67775,-112.00551
"981",33.23879,-111.60504
"982",33.39993,-112.24691
"983",33.32414,-111.95443
"984",33.32753,-111.77873
"985",33.36936,-111.76475
"986",33.42716,-111.83005
"987",33.44403,-111.70754
"988",33.50144,-111.93566
"989",33.57384,-111.90067
"990",33.55113,-112.41473
"991",33.23925,-111.87054
"992",33.25644,-111.67797
"993",33.28274,-111.69607
"994",33.29872,-111.90364
"995",33.38854,-111.78039
"996",33.43516,-111.80997
"997",33.45674,-111.76963
"998",33.64804,-111.96786
"999",33.38785,-112.26954
