"","Latitude","Longitude"
"12321",33.26865,-111.70959
"12322",33.2848,-111.71053
"12323",33.3247,-111.93538
"12324",33.3277,-111.69815
"12325",33.34065,-111.88065
"12326",33.35382,-111.88559
"12327",33.35609,-111.64165
"12328",33.35733,-111.76362
"12329",33.35823,-111.63014
"12330",33.35863,-111.66668
"12331",33.36035,-111.6107
"12332",33.36904,-111.69656
"12333",33.36933,-111.77946
"12334",33.36993,-111.95436
"12335",33.37216,-111.69766
"12336",33.37451,-111.70914
"12337",33.38212,-111.78
"12338",33.38819,-111.7109
"12339",33.38854,-111.78039
"12340",33.40108,-111.79552
"12341",33.40404,-111.83659
"12342",33.41233,-111.67044
"12343",33.42716,-111.83005
"12344",33.42946,-111.62602
"12345",33.44332,-111.63997
"12346",33.45859,-111.82483
"12347",33.4883,-112.03835
"12348",33.53121,-112.16177
"12349",33.54579,-112.12536
"12350",33.6037,-112.00329
"12351",33.619,-111.94737
"12352",33.61971,-111.96936
"12353",33.40137,-111.82922
"12354",33.54714,-112.15802
"12355",33.25149,-111.81318
"12356",33.26614,-111.76575
"12357",33.28464,-111.74667
"12358",33.29861,-111.73078
"12359",33.31316,-111.7463
"12360",33.32375,-111.97567
"12361",33.34042,-111.74548
"12362",33.343,-111.7311
"12363",33.35711,-111.81658
"12364",33.38381,-111.79898
"12365",33.39911,-112.56482
"12366",33.42746,-111.86353
"12367",33.42902,-111.84757
"12368",33.43255,-111.69168
"12369",33.43732,-111.89771
"12370",33.43914,-111.89197
"12371",33.44008,-111.88892
"12372",33.44134,-111.91661
"12373",33.47207,-111.90721
"12374",33.47467,-111.97138
"12375",33.49913,-111.99119
"12376",33.50401,-111.91316
"12377",33.51438,-112.14045
"12378",33.53114,-112.10584
"12379",33.54689,-112.10937
"12380",33.55797,-112.08867
"12381",33.57142,-111.88351
"12382",33.57534,-111.88016
"12383",33.58947,-111.86524
"12384",33.60285,-112.14218
"12385",33.63277,-112.07175
"12386",33.65692,-112.17486
"12387",33.68975,-112.31825
"12388",33.42753,-111.86111
"12389",33.43842,-111.87027
"12390",33.44008,-111.88892
"12391",33.4408,-111.87304
"12392",33.67665,-112.12859
"12393",33.2552,-111.84941
"12394",33.29755,-111.78102
"12395",33.29824,-111.74473
"12396",33.37152,-111.85599
"12397",33.38396,-111.88347
"12398",33.38684,-111.81377
"12399",33.38948,-111.84886
"12400",33.43901,-111.73455
"12401",33.44247,-111.77957
"12402",33.44468,-111.72743
"12403",33.45968,-111.79524
"12404",33.48067,-111.76115
"12405",33.52715,-112.43601
"12406",33.54388,-112.04029
"12407",33.54555,-112.05745
"12408",33.54682,-112.07212
"12409",33.57652,-112.4435
"12410",33.66019,-112.02049
"12411",33.68908,-112.21221
"12412",33.23828,-111.84846
"12413",33.32692,-111.85059
"12414",33.64788,-112.00901
"12415",33.66234,-112.00431
"12416",33.21029,-111.88401
"12417",33.23879,-111.60504
"12418",33.2531,-111.88173
"12419",33.29195,-111.94788
"12420",33.34042,-111.74548
"12421",33.37151,-111.903
"12422",33.39349,-112.25472
"12423",33.41129,-111.63686
"12424",33.42096,-111.86073
"12425",33.42902,-111.84757
"12426",33.43907,-111.89263
"12427",33.4401,-111.88799
"12428",33.44187,-111.79521
"12429",33.44247,-111.77957
"12430",33.44311,-111.77783
"12431",33.44431,-111.74809
"12432",33.55698,-111.89749
"12433",33.58405,-112.05849
"12434",33.60198,-112.38574
"12435",33.67775,-112.00551
"12436",33.38381,-112.19568
"12437",33.41043,-112.26365
"12438",33.41148,-112.27958
"12439",33.4408,-111.87304
"12440",33.24093,-111.78142
"12441",33.25536,-111.7994
"12442",33.27018,-111.69407
"12443",33.32787,-111.59284
"12444",33.35382,-111.88559
"12445",33.35682,-111.63074
"12446",33.35832,-111.64148
"12447",33.36591,-111.77792
"12448",33.37011,-111.79672
"12449",33.37311,-111.77996
"12450",33.39655,-112.03663
"12451",33.40137,-111.82922
"12452",33.41526,-111.95019
"12453",33.42716,-111.83005
"12454",33.49913,-111.99119
"12455",33.53121,-112.16176
"12456",33.60362,-112.00344
"12457",33.25521,-111.74679
"12458",33.43529,-112.08137
"12459",33.24157,-111.69428
"12460",33.31316,-111.7463
"12461",33.31838,-111.76391
"12462",33.32849,-111.76329
"12463",33.37308,-111.67925
"12464",33.38819,-111.7109
"12465",33.39553,-111.62134
"12466",33.39986,-111.62394
"12467",33.41244,-111.81256
"12468",33.41627,-111.81159
"12469",33.43529,-112.08137
"12470",33.55797,-112.08867
"12471",33.58626,-112.05245
"12472",33.58964,-111.88134
"12473",33.63068,-112.1426
"12474",33.65692,-112.17486
"12475",33.6899,-111.9678
"12476",33.76166,-111.96965
"12477",33.2118,-111.7117
"12478",33.29387,-112.06327
"12479",33.31165,-111.99616
"12480",33.32698,-111.69548
"12481",33.32927,-111.70853
"12482",33.34451,-111.81119
"12483",33.35662,-111.81537
"12484",33.38043,-111.77532
"12485",33.38212,-111.78
"12486",33.38632,-111.82904
"12487",33.38924,-111.8495
"12488",33.39917,-111.77857
"12489",33.54943,-112.04218
"12490",33.55863,-112.05752
"12491",33.57312,-112.45316
"12492",33.57705,-111.70912
"12493",33.66234,-112.00431
"12494",33.68908,-112.21221
"12495",33.37428,-111.70938
"12496",33.51438,-112.14045
"12497",33.21029,-111.88401
"12498",33.26602,-111.76624
"12499",33.27025,-111.78042
"12500",33.31391,-111.90338
"12501",33.32783,-111.93875
"12502",33.38924,-111.8495
"12503",33.39349,-112.25472
"12504",33.3968,-112.2806
"12505",33.39998,-111.7102
"12506",33.41043,-112.26365
"12507",33.43112,-111.8508
"12508",33.43792,-111.87161
"12509",33.43914,-111.89197
"12510",33.43996,-111.92809
"12511",33.4408,-111.87304
"12512",33.44311,-111.77783
"12513",33.45496,-111.94577
"12514",33.49726,-112.36907
"12515",33.55698,-111.89749
"12516",33.56044,-111.91794
"12517",33.57671,-111.92011
"12518",33.59112,-111.93565
"12519",33.60157,-112.38614
"12520",33.61557,-112.09013
"12521",33.61982,-112.16033
"12522",33.63227,-112.40237
"12523",33.66994,-112.0175
"12524",33.31435,-111.72898
"12525",33.38776,-111.82833
"12526",33.41148,-112.27958
"12527",33.43954,-111.887
"12528",33.4401,-111.88799
"12529",33.43529,-112.08137
"12530",33.25586,-111.7641
"12531",33.28424,-111.7293
"12532",33.34137,-111.88125
"12533",33.35828,-111.66084
"12534",33.35895,-111.76518
"12535",33.36591,-111.77792
"12536",33.36906,-111.64662
"12537",33.36993,-111.95436
"12538",33.37066,-111.8334
"12539",33.37312,-111.77969
"12540",33.38212,-111.78
"12541",33.39917,-111.77857
"12542",33.41233,-111.67044
"12543",33.44779,-111.94755
"12544",33.45968,-111.79524
"12545",33.46832,-112.33368
"12546",33.5003,-112.03877
"12547",33.51733,-112.2604
"12548",33.53229,-112.14207
"12549",33.55949,-112.12714
"12550",33.58626,-112.05245
"12551",33.67334,-112.10887
"12552",33.31257,-111.8027
"12553",33.42716,-111.83005
"12554",33.44056,-111.83172
"12555",33.619,-111.94737
"12556",33.31187,-111.7646
"12557",33.32375,-111.97567
"12558",33.32694,-111.97183
"12559",33.32808,-111.86814
"12560",33.34164,-111.8012
"12561",33.35629,-111.79885
"12562",33.35781,-111.7132
"12563",33.37216,-111.69766
"12564",33.39655,-112.03663
"12565",33.39926,-111.60806
"12566",33.41666,-111.83235
"12567",33.43094,-111.7285
"12568",33.43114,-111.74398
"12569",33.50401,-111.91316
"12570",33.57142,-111.88351
"12571",33.57534,-111.88016
"12572",33.58967,-111.8779
"12573",33.6016,-112.20976
"12574",33.65794,-112.1253
"12575",33.2266,-111.72909
"12576",33.32849,-111.76329
"12577",33.58625,-111.80274
"12578",33.2552,-111.84941
"12579",33.2664,-111.6614
"12580",33.26865,-111.8489
"12581",33.29572,-112.02271
"12582",33.30997,-111.99066
"12583",33.32692,-111.85059
"12584",33.32779,-111.7111
"12585",33.32844,-111.59024
"12586",33.35823,-111.63014
"12587",33.42683,-111.70968
"12588",33.44403,-111.70754
"12589",33.51438,-112.14045
"12590",33.53054,-112.07213
"12591",33.542,-112.24647
"12592",33.54943,-112.04218
"12593",33.68908,-112.21221
"12594",33.23925,-111.87054
"12595",33.27025,-111.78042
"12596",33.29806,-111.86929
"12597",33.39998,-111.7102
"12598",33.41148,-112.27958
"12599",33.4353,-111.88563
"12600",33.44014,-111.88678
"12601",33.45496,-111.94577
"12602",33.52915,-112.05893
"12603",33.53913,-112.1626
"12604",33.54388,-112.04029
"12605",33.55901,-112.05733
"12606",33.59004,-111.98694
"12607",33.68892,-111.9138
"12608",33.73253,-112.14213
"12609",33.39349,-112.25472
"12610",33.41043,-112.26365
"12611",33.48719,-112.02362
"12612",33.68102,-112.00481
"12613",33.43405,-111.84083
"12614",33.22757,-111.6285
"12615",33.29771,-111.75195
"12616",33.31325,-111.79899
"12617",33.36557,-111.95485
"12618",33.37066,-111.8334
"12619",33.39923,-111.82853
"12620",33.44794,-111.94876
"12621",33.64261,-112.02792
"12622",33.67313,-112.0749
"12623",33.21256,-111.79795
"12624",33.3247,-111.93538
"12625",33.32783,-111.93875
"12626",33.35828,-111.66084
"12627",33.39609,-112.01829
"12628",33.39655,-112.03663
"12629",33.41233,-111.67044
"12630",33.41946,-111.67424
"12631",33.46075,-111.69254
"12632",33.48453,-111.69219
"12633",33.50284,-111.91909
"12634",33.53138,-112.08828
"12635",33.63483,-112.15733
"12636",33.69085,-112.1309
"12637",33.22333,-111.70884
"12638",33.23909,-111.73058
"12639",33.25515,-111.73106
"12640",33.2267,-111.66044
"12641",33.25486,-111.84943
"12642",33.26865,-111.8489
"12643",33.31187,-111.7646
"12644",33.32698,-111.69548
"12645",33.32928,-111.81522
"12646",33.34114,-111.7843
"12647",33.34164,-111.8012
"12648",33.3433,-112.47093
"12649",33.35823,-111.63014
"12650",33.38924,-111.8495
"12651",33.39917,-111.77857
"12652",33.61932,-111.9666
"12653",33.65845,-112.30016
"12654",33.6749,-112.26268
"12655",33.2732,-111.82619
"12656",33.21119,-111.62646
"12657",33.23879,-111.60504
"12658",33.24065,-111.60784
"12659",33.26602,-111.76624
"12660",33.27025,-111.78042
"12661",33.2985,-111.90289
"12662",33.31485,-111.72901
"12663",33.32783,-111.93875
"12664",33.34166,-111.90287
"12665",33.37151,-111.903
"12666",33.38684,-111.81377
"12667",33.38819,-111.7109
"12668",33.38969,-111.73099
"12669",33.42086,-112.23051
"12670",33.42789,-111.65884
"12671",33.43112,-111.8508
"12672",33.43954,-111.887
"12673",33.4401,-111.88799
"12674",33.44121,-111.63744
"12675",33.44454,-111.7629
"12676",33.45496,-111.94577
"12677",33.54499,-111.93516
"12678",33.55698,-111.89749
"12679",33.57674,-111.92006
"12680",33.59325,-112.11257
"12681",33.62298,-112.08458
"12682",33.66913,-112.39914
"12683",33.68102,-112.00481
"12684",33.22495,-111.60852
"12685",33.24546,-111.81291
"12686",33.25915,-111.61513
"12687",33.29482,-111.86933
"12688",33.32741,-111.95124
"12689",33.38785,-112.26954
"12690",33.41046,-112.26365
"12691",33.4408,-111.87304
"12692",33.44341,-111.88081
"12693",33.61641,-112.24696
"12694",33.61948,-112.03929
"12695",33.29755,-111.78102
"12696",33.3181,-111.81194
"12697",33.36557,-111.95485
"12698",33.36933,-111.77946
"12699",33.37066,-111.8334
"12700",33.38264,-111.95141
"12701",33.42587,-111.95111
"12702",33.44452,-112.4014
"12703",33.4586,-111.82754
"12704",33.48786,-112.00408
"12705",33.54669,-112.15859
"12706",33.58542,-112.38425
"12707",33.63139,-112.1235
"12708",33.64561,-112.21164
"12709",33.68185,-112.0853
"12710",33.39923,-111.82853
"12711",33.42716,-111.83005
"12712",33.4573,-112.40574
"12713",33.48143,-112.05178
"12714",33.24156,-111.71417
"12715",33.26865,-111.70959
"12716",33.32376,-111.77689
"12717",33.3414,-111.86765
"12718",33.35832,-111.64148
"12719",33.3801,-111.8547
"12720",33.38204,-111.67787
"12721",33.38381,-111.79898
"12722",33.38564,-111.79571
"12723",33.41946,-111.67424
"12724",33.49913,-111.99119
"12725",33.55824,-112.07398
"12726",33.65692,-112.17486
"12727",33.66176,-112.10868
"12728",33.38396,-111.88347
"12729",33.2266,-111.72909
"12730",33.24145,-111.73028
"12731",33.25486,-111.84943
"12732",33.2664,-111.6614
"12733",33.26865,-111.8489
"12734",33.2732,-111.82619
"12735",33.29443,-111.98894
"12736",33.30059,-111.98896
"12737",33.32406,-111.60731
"12738",33.34114,-111.7843
"12739",33.35628,-111.8157
"12740",33.35679,-111.61005
"12741",33.36955,-111.62702
"12742",33.42502,-112.31611
"12743",33.46075,-111.69254
"12744",33.48634,-111.90342
"12745",33.50284,-111.91909
"12746",33.50585,-112.12645
"12747",33.51695,-111.91729
"12748",33.53138,-112.08828
"12749",33.54388,-112.04029
"12750",33.54929,-112.04212
"12751",33.65734,-112.21236
"12752",33.67513,-112.26405
"12753",33.68975,-112.31825
"12754",33.74456,-112.21168
"12755",33.32779,-111.7111
"12756",33.50401,-111.91316
"12757",33.23879,-111.60504
"12758",33.25686,-111.61452
"12759",33.35744,-111.74466
"12760",33.38524,-111.76084
"12761",33.39998,-111.7102
"12762",33.41394,-111.70928
"12763",33.44201,-111.67536
"12764",33.47372,-112.00343
"12765",33.49147,-112.00589
"12766",33.53008,-112.19258
"12767",33.53151,-112.21073
"12768",33.5468,-112.07211
"12769",33.55113,-112.41473
"12770",33.57295,-112.21137
"12771",33.62934,-112.40098
"12772",33.64596,-112.25014
"12773",33.35733,-111.76362
"12774",33.38969,-111.73099
"12775",33.39585,-112.27096
"12776",33.41148,-112.27958
"12777",33.48489,-112.03836
"12778",33.4883,-112.03835
"12779",33.21029,-111.88401
"12780",33.29482,-111.86933
"12781",33.29836,-111.77757
"12782",33.30421,-111.91947
"12783",33.31226,-111.81398
"12784",33.31325,-111.79899
"12785",33.3277,-111.69815
"12786",33.36557,-111.95485
"12787",33.36729,-111.83292
"12788",33.36965,-111.88641
"12789",33.37066,-111.8334
"12790",33.37151,-111.903
"12791",33.37226,-111.79936
"12792",33.37308,-111.67925
"12793",33.38204,-111.67787
"12794",33.38423,-112.19393
"12795",33.38808,-111.65914
"12796",33.41233,-111.67044
"12797",33.41946,-111.67424
"12798",33.42717,-111.83004
"12799",33.43112,-111.8508
"12800",33.44247,-111.77957
"12801",33.44328,-111.78305
"12802",33.445,-111.76285
"12803",33.45072,-111.95028
"12804",33.4586,-111.82754
"12805",33.46832,-112.33368
"12806",33.49194,-112.11205
"12807",33.49733,-112.36879
"12808",33.5003,-112.03877
"12809",33.51228,-112.26415
"12810",33.52243,-112.34331
"12811",33.54388,-112.04029
"12812",33.54929,-112.04212
"12813",33.55819,-111.8988
"12814",33.57384,-111.90067
"12815",33.57686,-111.93556
"12816",33.59325,-112.11257
"12817",33.60435,-112.17393
"12818",33.61932,-111.9666
"12819",33.63117,-111.96977
"12820",33.63306,-111.94998
"12821",33.64805,-111.97978
"12822",33.67296,-112.07513
"12823",33.67359,-112.05699
"12824",33.67659,-112.05727
"12825",33.68683,-111.91284
"12826",33.69056,-112.00377
"12827",33.70432,-112.16258
"12828",33.70646,-112.19345
"12829",33.23909,-111.73058
"12830",33.24145,-111.73028
"12831",33.32779,-111.7111
"12832",33.3626,-111.7377
"12833",33.6186,-111.95123
"12834",33.70346,-112.21207
"12835",33.41135,-111.81603
"12836",33.42235,-111.7554
"12837",33.57476,-112.09708
"12838",33.23928,-111.70921
"12839",33.2527,-111.81277
"12840",33.30851,-112.02904
"12841",33.31165,-111.99616
"12842",33.31567,-111.74768
"12843",33.32753,-111.77873
"12844",33.32849,-111.76329
"12845",33.37441,-111.86663
"12846",33.38641,-111.91748
"12847",33.39655,-112.03663
"12848",33.40038,-111.64138
"12849",33.41554,-111.7949
"12850",33.42174,-112.48445
"12851",33.44054,-112.33007
"12852",33.44452,-112.4014
"12853",33.45721,-112.40575
"12854",33.45968,-111.79524
"12855",33.48038,-111.7615
"12856",33.48698,-111.9692
"12857",33.49862,-111.96716
"12858",33.49975,-111.96837
"12859",33.50201,-112.01781
"12860",33.51438,-112.14045
"12861",33.5166,-112.127
"12862",33.53054,-112.07213
"12863",33.58626,-112.05245
"12864",33.59019,-112.02181
"12865",33.60157,-112.38614
"12866",33.60362,-112.00344
"12867",33.60753,-111.98638
"12868",33.73553,-112.19429
"12869",33.32815,-111.83315
"12870",33.38251,-111.88138
"12871",33.54669,-112.15859
"12872",33.59108,-112.00181
"12873",33.68975,-112.31825
"12874",33.23837,-111.84515
"12875",33.25616,-111.67928
"12876",33.2664,-111.6614
"12877",33.29202,-111.58944
"12878",33.32672,-111.85065
"12879",33.34114,-111.7843
"12880",33.3432,-111.76465
"12881",33.35628,-111.8157
"12882",33.38043,-111.77532
"12883",33.38212,-111.78
"12884",33.38632,-111.82904
"12885",33.38854,-111.78039
"12886",33.39917,-111.77857
"12887",33.43012,-111.77479
"12888",33.431,-111.74482
"12889",33.44403,-111.70754
"12890",33.48757,-111.91533
"12891",33.49976,-111.89915
"12892",33.50401,-111.91316
"12893",33.61574,-112.1259
"12894",33.64575,-112.12536
"12895",33.66019,-112.02049
"12896",33.6749,-112.26268
"12897",33.68908,-112.21221
"12898",33.21029,-111.88401
"12899",33.21782,-111.89249
"12900",33.22757,-111.6285
"12901",33.23879,-111.60504
"12902",33.24107,-111.62439
"12903",33.26979,-111.86552
"12904",33.31326,-111.71868
"12905",33.32783,-111.93875
"12906",33.38785,-112.26954
"12907",33.41148,-112.27958
"12908",33.42746,-111.86353
"12909",33.43112,-111.8508
"12910",33.43842,-111.87027
"12911",33.44008,-111.88892
"12912",33.4408,-111.87304
"12913",33.4431,-111.84087
"12914",33.46982,-112.36796
"12915",33.48656,-112.19476
"12916",33.49309,-112.19557
"12917",33.50324,-112.22881
"12918",33.54555,-112.05745
"12919",33.54682,-112.07212
"12920",33.57871,-112.05798
"12921",33.58985,-111.95189
"12922",33.60198,-112.38574
"12923",33.61557,-112.09013
"12924",33.63111,-111.86506
"12925",33.64642,-112.142
"12926",33.66994,-112.0175
"12927",33.68951,-111.98921
"12928",33.72929,-112.18088
"12929",33.25686,-111.61452
"12930",33.28464,-111.74667
"12931",33.41043,-112.26365
"12932",33.44247,-111.77957
"12933",33.44431,-111.74809
"12934",33.23928,-111.70921
"12935",33.24243,-111.74585
"12936",33.25535,-111.71244
"12937",33.26865,-111.70959
"12938",33.2702,-111.7234
"12939",33.27345,-111.72891
"12940",33.2848,-111.71053
"12941",33.29808,-111.76535
"12942",33.2985,-111.90289
"12943",33.34177,-111.93968
"12944",33.35863,-111.66668
"12945",33.36933,-111.77946
"12946",33.37066,-111.8334
"12947",33.37311,-111.77996
"12948",33.38206,-111.67785
"12949",33.3977,-111.66437
"12950",33.39905,-111.67697
"12951",33.41233,-111.67044
"12952",33.42716,-111.83005
"12953",33.42824,-112.3995
"12954",33.43529,-112.08137
"12955",33.43978,-111.92822
"12956",33.44134,-111.91661
"12957",33.45306,-112.10652
"12958",33.45539,-112.41751
"12959",33.45721,-112.40575
"12960",33.45859,-111.82483
"12961",33.46982,-111.7471
"12962",33.4877,-111.95287
"12963",33.48898,-111.9342
"12964",33.4922,-112.1107
"12965",33.49913,-111.99119
"12966",33.50024,-112.03808
"12967",33.50154,-112.01988
"12968",33.5023,-112.09336
"12969",33.54564,-112.14203
"12970",33.54655,-111.8993
"12971",33.54714,-112.15802
"12972",33.55949,-112.12714
"12973",33.56126,-112.1578
"12974",33.57374,-112.15945
"12975",33.57674,-111.92006
"12976",33.60115,-111.93393
"12977",33.61452,-111.93462
"12978",33.61788,-111.93655
"12979",33.62845,-112.45551
"12980",33.63854,-111.93477
"12981",33.64561,-112.21164
"12982",33.67359,-112.05699
"12983",33.69119,-112.10671
"12984",33.73399,-111.98161
"12985",33.74842,-111.98662
"12986",33.21171,-111.74569
"12987",33.2417,-111.78127
"12988",33.44134,-111.91661
"12989",33.44626,-112.0107
"12990",33.21941,-111.81067
"12991",33.2664,-111.6614
"12992",33.31316,-111.7463
"12993",33.32753,-111.77873
"12994",33.3414,-111.86765
"12995",33.35585,-111.86548
"12996",33.37085,-112.1621
"12997",33.39109,-111.63708
"12998",33.39926,-111.60806
"12999",33.41085,-111.78442
"13000",33.41389,-111.79953
"13001",33.41666,-111.83235
"13002",33.41931,-111.77592
"13003",33.42793,-111.95405
"13004",33.43255,-111.69168
"13005",33.44403,-111.70754
"13006",33.44794,-111.94876
"13007",33.44896,-111.6922
"13008",33.47007,-111.90051
"13009",33.47646,-111.93924
"13010",33.49976,-111.89915
"13011",33.50284,-111.91909
"13012",33.50585,-112.12645
"13013",33.51468,-112.1406
"13014",33.51759,-112.07365
"13015",33.53114,-112.10584
"13016",33.53167,-112.09319
"13017",33.54689,-112.10937
"13018",33.55935,-112.09271
"13019",33.58964,-111.88134
"13020",33.60111,-111.98729
"13021",33.60753,-111.98638
"13022",33.619,-111.94737
"13023",33.62818,-112.22881
"13024",33.63253,-112.00484
"13025",33.63306,-111.94998
"13026",33.65692,-112.17486
"13027",33.6616,-112.1778
"13028",33.66234,-112.00431
"13029",33.69085,-112.1309
"13030",33.38612,-111.91804
"13031",33.40063,-111.90046
"13032",33.45072,-111.95028
"13033",33.51759,-112.07365
"13034",33.57356,-112.45343
"13035",33.2266,-111.72909
"13036",33.23828,-111.84846
"13037",33.24145,-111.73028
"13038",33.25515,-111.73106
"13039",33.28877,-111.82981
"13040",33.30851,-112.02904
"13041",33.31523,-111.84735
"13042",33.32698,-111.69548
"13043",33.32779,-111.7111
"13044",33.34164,-111.8012
"13045",33.35679,-111.61005
"13046",33.35823,-111.63014
"13047",33.36955,-111.62702
"13048",33.37198,-111.62698
"13049",33.38173,-111.7889
"13050",33.38263,-111.96917
"13051",33.38622,-111.97691
"13052",33.38854,-111.78039
"13053",33.38948,-111.84886
"13054",33.39655,-112.03663
"13055",33.39917,-111.77857
"13056",33.4011,-111.79552
"13057",33.45731,-112.0733
"13058",33.46824,-112.33338
"13059",33.46893,-112.29691
"13060",33.54599,-112.24542
"13061",33.58391,-112.32812
"13062",33.6042,-111.97021
"13063",33.63139,-112.1235
"13064",33.66221,-112.19357
"13065",33.68908,-112.21221
"13066",33.74456,-112.21168
"13067",33.33281,-111.70881
"13068",33.38212,-111.78
"13069",33.38622,-111.97691
"13070",33.40108,-111.79552
"13071",33.44069,-112.32901
"13072",33.58732,-112.11172
"13073",33.60225,-112.12748
"13074",33.64575,-112.12536
"13075",33.41135,-111.81603
"13076",33.21782,-111.89249
"13077",33.23879,-111.60504
"13078",33.24107,-111.62439
"13079",33.25209,-111.86548
"13080",33.26568,-111.88431
"13081",33.26955,-111.78051
"13082",33.27025,-111.78042
"13083",33.29482,-111.86933
"13084",33.2985,-111.90289
"13085",33.29951,-111.93535
"13086",33.30421,-111.91947
"13087",33.3247,-111.93538
"13088",33.32783,-111.93875
"13089",33.34166,-111.90287
"13090",33.34283,-111.91686
"13091",33.36512,-111.93836
"13092",33.38776,-111.82833
"13093",33.38819,-111.7109
"13094",33.38969,-111.73099
"13095",33.39585,-112.27096
"13096",33.40111,-111.71042
"13097",33.41148,-112.27958
"13098",33.42604,-111.88308
"13099",33.42946,-111.62602
"13100",33.4353,-111.88563
"13101",33.4401,-111.88799
"13102",33.44187,-111.79521
"13103",33.44247,-111.77957
"13104",33.44341,-111.88081
"13105",33.445,-111.76285
"13106",33.44794,-111.94876
"13107",33.44813,-111.95119
"13108",33.4582,-111.90078
"13109",33.49898,-112.38292
"13110",33.57097,-112.24583
"13111",33.5864,-112.40128
"13112",33.60198,-112.38574
"13113",33.6037,-112.00329
"13114",33.61557,-112.09013
"13115",33.61855,-112.10878
"13116",33.64636,-112.42042
"13117",33.64804,-111.96786
"13118",33.66221,-111.98832
"13119",33.67775,-112.00551
"13120",33.68951,-111.98921
"13121",33.72929,-112.18088
"13122",33.73566,-112.1943
"13123",33.79102,-112.05508
"13124",33.21119,-111.62646
"13125",33.22955,-111.62694
"13126",33.24065,-111.60784
"13127",33.25796,-111.62827
"13128",33.31435,-111.72898
"13129",33.3795,-112.20906
"13130",33.38785,-112.26954
"13131",33.39102,-112.27172
"13132",33.3968,-112.2806
"13133",33.41043,-112.26365
"13134",33.42604,-111.88308
"13135",33.42753,-111.86111
"13136",33.43842,-111.87027
"13137",33.43914,-111.89197
"13138",33.44008,-111.88892
"13139",33.4408,-111.87304
"13140",33.44537,-111.81467
"13141",33.44626,-112.0107
"13142",33.60753,-111.98638
"13143",33.28274,-111.69607
"13144",33.54131,-112.16928
"13145",33.59449,-112.30326
"13146",33.24185,-111.74458
"13147",33.25536,-111.7994
"13148",33.27018,-111.69407
"13149",33.27045,-111.69444
"13150",33.27474,-111.67951
"13151",33.28404,-111.69831
"13152",33.2848,-111.71053
"13153",33.29768,-112.05994
"13154",33.29808,-111.76535
"13155",33.31226,-111.81398
"13156",33.31306,-111.88514
"13157",33.32375,-111.97567
"13158",33.32808,-111.86814
"13159",33.3414,-111.86765
"13160",33.35828,-111.66084
"13161",33.36729,-111.83292
"13162",33.36965,-111.88641
"13163",33.37066,-111.8334
"13164",33.37273,-111.88753
"13165",33.37441,-111.86663
"13166",33.38206,-111.67785
"13167",33.38354,-112.19257
"13168",33.38612,-111.91804
"13169",33.38753,-112.00276
"13170",33.39561,-112.30444
"13171",33.39655,-112.03663
"13172",33.39905,-111.67697
"13173",33.41526,-111.95019
"13174",33.41946,-111.67424
"13175",33.42716,-111.83005
"13176",33.42793,-111.95405
"13177",33.43529,-112.08137
"13178",33.45674,-111.76963
"13179",33.46176,-111.76075
"13180",33.47238,-111.92876
"13181",33.48067,-111.76115
"13182",33.48694,-111.97256
"13183",33.4877,-111.95287
"13184",33.48898,-111.9342
"13185",33.49862,-111.96716
"13186",33.50152,-112.15874
"13187",33.51671,-112.11161
"13188",33.52735,-112.24518
"13189",33.53143,-112.24301
"13190",33.53266,-111.89995
"13191",33.54579,-112.12536
"13192",33.54714,-112.15802
"13193",33.55819,-111.8988
"13194",33.57275,-112.14361
"13195",33.57356,-112.45343
"13196",33.57384,-111.90067
"13197",33.57602,-111.90039
"13198",33.57685,-111.93559
"13199",33.58626,-112.05245
"13200",33.60224,-112.12615
"13201",33.60381,-111.91751
"13202",33.61574,-112.1259
"13203",33.61788,-111.93655
"13204",33.63238,-112.12288
"13205",33.67359,-112.05699
"13206",33.67656,-111.91405
"13207",33.68894,-112.22941
"13208",33.70521,-112.04049
"13209",33.72964,-112.24889
"13210",33.7326,-112.2608
"13211",33.21089,-111.74381
"13212",33.24093,-111.78142
"13213",33.24243,-111.74585
"13214",33.25398,-111.78129
"13215",33.2561,-111.74704
"13216",33.36921,-111.78074
"13217",33.39575,-112.31469
"13218",33.4011,-111.79552
"13219",33.44336,-111.83097
"13220",33.48656,-112.19476
"13221",33.50144,-111.93566
"13222",33.50401,-111.91316
"13223",33.51695,-111.91729
"13224",33.53913,-112.1626
"13225",33.2266,-111.72909
"13226",33.28274,-111.79618
"13227",33.54346,-112.09126
"13228",33.55935,-112.09271
"13229",33.21256,-111.79795
"13230",33.22617,-111.81172
"13231",33.23909,-111.73058
"13232",33.24566,-111.82138
"13233",33.25471,-111.73212
"13234",33.28424,-111.8021
"13235",33.31316,-111.7463
"13236",33.32672,-111.85065
"13237",33.32815,-111.83315
"13238",33.32928,-111.81522
"13239",33.37152,-111.85599
"13240",33.37451,-111.85571
"13241",33.38184,-111.7912
"13242",33.38467,-112.1422
"13243",33.39109,-111.63708
"13244",33.39731,-111.84987
"13245",33.40168,-111.59125
"13246",33.41129,-111.63686
"13247",33.41931,-111.77592
"13248",33.43021,-111.72902
"13249",33.431,-111.74482
"13250",33.43248,-111.79553
"13251",33.45611,-112.34855
"13252",33.47372,-112.00343
"13253",33.47765,-112.01893
